Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
21-February-2018,1190.00,1246.00,1182.75,1235.35,1216.865617415162890265,132666,5633,161436694.00,36738,27.69,63.25,45.35
20-February-2018,1170.30,1189.00,1165.00,1185.65,1180.212523964972278356,38598,1541,45553843.00,13196,34.19,24.00,15.35
19-February-2018,1175.55,1176.40,1160.00,1165.50,1166.185262785138843804,33887,1352,39518520.00,8749,25.82,16.40,-10.05
16-February-2018,1184.00,1195.00,1170.00,1172.35,1177.160327409931840311,32864,1388,38686197.00,9642,29.34,25.00,-11.65
15-February-2018,1206.85,1206.85,1178.50,1182.60,1191.911652189567487285,44438,2185,52966170.00,13018,29.29,28.35,-24.25
14-February-2018,1190.00,1210.00,1183.65,1198.00,1193.610287322234023476,72497,2516,86533165.00,14594,20.13,26.35,8.00
12-February-2018,1199.90,1200.00,1181.45,1186.35,1189.252915613498292758,45102,1949,53637685.00,10378,23.01,18.55,-13.55
9-February-2018,1145.05,1194.55,1130.80,1175.05,1170.253146467688099053,97967,3644,114646190.00,15038,15.35,63.75,30.00
8-February-2018,1130.00,1174.95,1126.60,1166.40,1157.237415462271033381,101434,3051,117383220.00,28821,28.41,48.35,36.40
7-February-2018,1130.00,1135.00,1120.00,1122.80,1125.472244214570327202,77047,2485,86714260.00,28337,36.78,15.00,-7.20
6-February-2018,1078.00,1119.40,1062.90,1107.20,1092.597679249192639500,197867,6009,216189025.00,57127,28.87,56.50,29.20
5-February-2018,1110.00,1134.50,1083.15,1117.25,1112.009216819449980071,100360,3804,111601245.00,21615,21.54,51.35,7.25
2-February-2018,1160.00,1165.00,1110.00,1135.70,1140.048675493843602588,116383,4464,132682285.00,28776,24.73,55.00,-24.30
1-February-2018,1185.10,1205.00,1165.95,1174.35,1182.981862582679870902,81489,3047,96400009.00,13304,16.33,39.05,-10.75
31-January-2018,1182.00,1210.00,1174.70,1179.65,1192.352367763954160351,91711,3448,109351828.00,18001,19.63,35.30,-2.35
30-January-2018,1182.30,1212.65,1152.00,1185.60,1179.306095262472077438,171904,6171,202727435.00,22152,12.89,60.65,3.30
29-January-2018,1197.00,1263.40,1174.55,1181.90,1217.961491601397184173,419415,14316,510831319.00,87224,20.80,88.85,-15.10
25-January-2018,1155.00,1172.75,1142.20,1156.95,1160.406420042808881553,155108,4169,179988319.00,27339,17.63,30.55,1.95
24-January-2018,1169.95,1175.00,1133.95,1143.35,1155.250886217247673208,66293,2562,76585047.00,15901,23.99,41.05,-26.60
23-January-2018,1185.00,1191.00,1162.00,1166.65,1174.996598906931938819,50866,1873,59767377.00,17447,34.30,29.00,-18.35
22-January-2018,1150.00,1187.65,1148.65,1176.55,1173.425496239674516089,121665,3293,142764813.00,17587,14.46,39.00,26.55
19-January-2018,1147.95,1154.50,1127.10,1142.85,1143.106229857762485158,41269,1747,47174851.00,11028,26.72,27.40,-5.10
18-January-2018,1177.90,1177.90,1129.00,1137.30,1150.976443512627723154,82992,3044,95521837.00,22713,27.37,48.90,-40.60
17-January-2018,1185.90,1189.95,1161.00,1168.65,1171.656701471216293830,67903,2552,79559005.00,17727,26.11,28.95,-17.25
16-January-2018,1236.00,1237.75,1169.00,1181.20,1197.388106562946648234,85358,3250,102206654.00,27021,31.66,68.75,-54.80
15-January-2018,1243.00,1246.15,1224.20,1231.45,1235.677235772357723577,30750,1260,37997075.00,12444,40.47,21.95,-11.55
12-January-2018,1250.00,1259.90,1223.50,1232.75,1242.122715404699738903,57450,2140,71359950.00,16532,28.78,36.40,-17.25
11-January-2018,1259.90,1275.00,1237.40,1242.85,1256.134225559001142484,91905,3492,115445016.00,22461,24.44,37.60,-17.05
10-January-2018,1243.00,1283.15,1230.15,1248.25,1257.140262679121317124,155551,5678,195549425.00,23941,15.39,53.00,5.25
9-January-2018,1237.00,1246.00,1212.70,1231.25,1231.177794275143608217,82168,3372,101163417.00,19741,24.03,33.30,-5.75
8-January-2018,1250.00,1260.00,1223.00,1228.20,1237.650836462145335297,84164,3107,104165645.00,21802,25.90,37.00,-21.80
5-January-2018,1205.10,1266.25,1205.10,1242.75,1241.494242096156735167,193039,7193,239656807.00,46357,24.01,61.15,37.65
4-January-2018,1180.10,1215.00,1180.10,1202.85,1203.880677257525083612,119600,4082,143984129.00,25770,21.55,34.90,22.75
3-January-2018,1156.00,1203.85,1156.00,1187.55,1186.213336944745395449,92300,3131,109487491.00,21008,22.76,47.85,31.55
2-January-2018,1172.00,1180.00,1155.00,1158.95,1166.007312111715872230,36378,1357,42417014.00,9546,26.24,25.00,-13.05
1-January-2018,1190.00,1193.50,1165.50,1170.45,1183.076157583562606099,68332,2426,80841960.00,13271,19.42,28.00,-19.55
29-December-2017,1150.00,1193.90,1150.00,1180.00,1175.203313164923864795,153871,5186,180829709.00,37627,24.45,43.90,30.00
28-December-2017,1148.00,1157.00,1142.05,1145.95,1148.853745201784417470,38556,1319,44295205.00,11274,29.24,14.95,-2.05
27-December-2017,1154.00,1168.85,1140.05,1144.65,1155.669554160375109274,62915,2319,72708950.00,15189,24.14,28.80,-9.35
26-December-2017,1150.00,1158.55,1145.10,1150.30,1151.200290231883181667,33077,1329,38078252.00,9000,27.21,13.45,0.30
22-December-2017,1158.00,1170.90,1147.00,1152.70,1158.685119443305093136,70703,2567,81922514.00,15621,22.09,23.90,-5.30
21-December-2017,1143.95,1157.00,1141.15,1151.95,1149.161320172732880937,45388,1610,52158134.00,12199,26.88,15.85,8.00
20-December-2017,1144.85,1156.50,1137.30,1141.70,1147.977071586610520305,56044,1907,64337227.00,19541,34.87,19.20,-3.15
19-December-2017,1131.10,1151.00,1125.10,1144.85,1139.066748269135141338,52286,2104,59557244.00,16763,32.06,25.90,13.75
18-December-2017,1107.00,1139.00,1085.75,1134.50,1123.868155688622754491,83500,3301,93842991.00,23257,27.85,53.25,27.50
15-December-2017,1108.00,1127.45,1105.10,1121.20,1115.492771559764672119,55752,2105,62190953.00,17041,30.57,22.35,13.20
14-December-2017,1105.25,1119.00,1097.65,1103.45,1103.456525363117676477,557877,2337,615593016.00,23773,4.26,21.35,-1.80
13-December-2017,1119.90,1130.85,1104.05,1107.55,1116.515693781863598206,48841,2077,54531743.00,17560,35.95,26.80,-12.35
12-December-2017,1131.10,1131.10,1113.85,1115.25,1121.980384729850382835,36961,1312,41469517.00,18812,50.90,17.25,-15.85
11-December-2017,1135.25,1143.40,1121.45,1127.50,1130.931095808259404015,48357,2123,54688435.00,12899,26.67,21.95,-7.75
8-December-2017,1148.80,1160.95,1130.00,1133.80,1141.827775099248074023,97483,3366,111308797.00,34006,34.88,30.95,-15.00
7-December-2017,1121.25,1176.45,1121.25,1143.05,1149.400608406449844131,2283342,9483,2624474684.00,2049076,89.74,55.20,21.80
6-December-2017,1129.00,1139.75,1112.00,1121.25,1125.167021332723659450,56861,2358,63978122.00,10495,18.46,27.75,-7.75
5-December-2017,1151.00,1160.00,1100.00,1128.05,1138.668807101838868992,111971,3747,127497885.00,24763,22.12,60.00,-22.95
4-December-2017,1117.00,1158.35,1096.60,1148.65,1127.373638111514633625,140430,5081,158317080.00,27913,19.88,61.75,31.65
1-December-2017,1120.50,1139.95,1111.50,1115.20,1126.593430948661119790,55046,2204,62014462.00,11346,20.61,28.45,-5.30
30-November-2017,1121.00,1158.75,1109.05,1116.70,1129.435829544441472764,112170,4316,126688817.00,21483,19.15,49.70,-4.30
29-November-2017,1130.00,1144.70,1120.00,1122.35,1130.613688393589909723,46302,1902,52349675.00,14917,32.22,24.70,-7.65
28-November-2017,1135.00,1143.00,1109.30,1124.70,1127.392790194664744051,55480,1925,62547752.00,19716,35.54,33.70,-10.30
27-November-2017,1147.70,1149.20,1126.30,1131.05,1136.139764752396955619,30351,1290,34482978.00,10422,34.34,22.90,-16.65
24-November-2017,1148.95,1162.00,1145.10,1148.20,1152.914128688593895324,59135,2098,68177577.00,13944,23.58,16.90,-0.75
23-November-2017,1142.00,1156.00,1131.95,1143.90,1145.261509478393971505,84930,3185,97267060.00,19333,22.76,24.05,1.90
22-November-2017,1113.50,1142.95,1113.05,1136.95,1131.354403472880594780,100205,3929,113367368.00,27289,27.23,29.90,23.45
21-November-2017,1114.00,1125.50,1108.05,1112.35,1115.093922651933701657,65522,2795,73063184.00,15080,23.02,17.45,-1.65
20-November-2017,1118.00,1119.00,1100.00,1104.80,1109.971247893919170258,45701,1843,50726796.00,13581,29.72,19.00,-13.20
17-November-2017,1116.20,1130.90,1102.10,1107.75,1110.871926369120616398,80727,3079,89677358.00,23366,28.94,28.80,-8.45
16-November-2017,1109.80,1122.85,1106.95,1112.05,1113.754843861639978144,47586,1821,52999138.00,11792,24.78,15.90,2.25
15-November-2017,1127.00,1127.00,1097.00,1101.55,1106.180611780487220638,83494,3517,92359444.00,29844,35.74,30.00,-25.45
14-November-2017,1159.00,1163.95,1121.00,1125.50,1134.030356663984982569,55935,2669,63431988.00,20416,36.50,42.95,-33.50
13-November-2017,1170.00,1178.95,1153.65,1158.25,1167.472173553316785905,82188,3003,95952203.00,23089,28.09,25.30,-11.75
10-November-2017,1124.85,1170.00,1114.70,1156.70,1146.572164389503361526,129108,4954,148031639.00,36449,28.23,55.30,31.85
9-November-2017,1119.80,1129.90,1107.80,1120.25,1118.153279532967032967,58240,2221,65121247.00,14200,24.38,22.10,0.45
8-November-2017,1090.00,1131.45,1085.50,1101.05,1111.383178468439602691,93630,3587,104058807.00,22341,23.86,45.95,11.05
7-November-2017,1125.95,1132.65,1095.00,1101.25,1108.902483265458971118,85452,3630,94757935.00,25007,29.26,37.65,-24.70
6-November-2017,1125.10,1141.65,1120.05,1125.95,1128.708177139589554609,47217,1798,53294214.00,14671,31.07,21.60,0.85
3-November-2017,1147.05,1154.00,1122.00,1129.25,1134.906548206646923330,85092,1859,96571468.00,48013,56.42,32.00,-17.80
2-November-2017,1148.00,1160.60,1142.00,1146.65,1149.547351114941978323,62649,2476,72017992.00,20669,32.99,18.60,-1.35
1-November-2017,1140.15,1167.55,1137.00,1151.30,1148.518044332268110484,98258,3352,112851086.00,21816,22.20,30.55,11.15
31-October-2017,1148.00,1155.00,1134.05,1138.20,1143.153429319957903222,44659,1890,51052089.00,14776,33.09,20.95,-9.80
30-October-2017,1144.70,1163.00,1144.05,1146.35,1152.586630729108174546,80139,2792,92367140.00,18947,23.64,18.95,1.65
27-October-2017,1145.05,1154.35,1131.50,1135.65,1140.016033094264803074,81706,3098,93146150.00,19528,23.90,22.85,-9.40
26-October-2017,1158.00,1172.00,1132.70,1143.65,1152.056813495148913153,147905,5484,170394963.00,27168,18.37,39.30,-14.35
25-October-2017,1095.60,1156.25,1072.00,1141.45,1113.861615883504650024,261504,10837,291279268.00,61636,23.57,84.25,45.85
24-October-2017,1118.00,1149.60,1090.60,1096.10,1113.026973974310952220,210907,8321,234745180.00,60147,28.52,59.00,-21.90
23-October-2017,1171.00,1175.00,1120.00,1127.95,1127.163612154724245842,353739,7122,398721729.00,222021,62.76,55.00,-43.05
19-October-2017,1167.80,1178.75,1162.20,1167.80,1169.756253056345425896,55213,2541,64585752.00,22111,40.05,16.55,0.00
18-October-2017,1215.10,1225.05,1135.00,1159.95,1173.173920386138667799,367122,13880,430697956.00,82823,22.56,90.05,-55.15
17-October-2017,1235.80,1240.85,1211.00,1218.15,1223.981911797943270426,141584,4605,173296255.00,28539,20.16,29.85,-17.65
16-October-2017,1250.00,1274.00,1223.30,1231.25,1248.694318523417302951,332660,11010,415390652.00,76032,22.86,50.70,-18.75
13-October-2017,1289.00,1289.00,1223.05,1234.25,1250.267882161587640708,372578,12632,465822307.00,108812,29.21,65.95,-54.75
12-October-2017,1234.30,1283.75,1223.30,1269.35,1251.202642060363039412,297268,9494,371942507.00,51762,17.41,60.45,35.05
11-October-2017,1200.00,1244.90,1196.00,1214.60,1221.669178257871861785,424963,13322,519164199.00,66694,15.69,48.90,14.60
10-October-2017,1120.05,1203.85,1120.05,1185.90,1173.275760849756580146,460932,15250,540800343.00,55031,11.94,83.80,65.85
9-October-2017,1107.90,1127.50,1106.00,1118.00,1117.723918024210279446,110862,4050,123913109.00,26814,24.19,21.50,10.10
6-October-2017,1106.00,1119.90,1102.25,1106.45,1111.469264193535759489,76637,2751,85179670.00,19363,25.27,17.65,0.45
5-October-2017,1100.05,1118.00,1091.55,1104.45,1106.823427537480613475,116060,4327,128457927.00,18973,16.35,26.45,4.40
4-October-2017,1101.50,1128.00,1089.60,1098.45,1106.131642303836108077,156591,5851,173210260.00,26174,16.71,38.40,-3.05
3-October-2017,1091.00,1109.25,1080.30,1098.75,1094.448598437387248502,152437,5075,166834461.00,31962,20.97,28.95,7.75
29-September-2017,1054.70,1095.00,1050.00,1077.60,1076.872279625883356163,220466,8505,237413724.00,28044,12.72,45.00,22.90
28-September-2017,1081.00,1086.00,1022.40,1044.40,1052.572905886847600713,269601,10833,283774708.00,55497,20.58,63.60,-36.60
27-September-2017,1116.50,1150.40,1070.50,1077.70,1116.410931313896816848,535727,19824,598091479.00,81565,15.23,79.90,-38.80
26-September-2017,1059.90,1217.00,1054.75,1116.80,1144.860565113293621709,1125615,38974,1288672225.00,105864,9.40,162.25,56.90
