Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
11-June-2018,1315.50,1337.00,1312.00,1320.40,1326.139988263676077459,15337,674,20339009.00,4727,30.82,25.00,4.90
8-June-2018,1315.00,1325.00,1306.05,1314.70,1313.513136922206797264,19449,677,25546517.00,8239,42.36,18.95,-0.30
7-June-2018,1327.40,1336.20,1309.05,1314.90,1321.996127259098858998,24014,770,31746415.00,8600,35.81,27.15,-12.50
6-June-2018,1294.75,1330.00,1272.65,1317.10,1306.776431331225851773,22776,878,29763140.00,7283,31.98,57.35,22.35
5-June-2018,1301.05,1308.25,1266.00,1283.50,1281.244910901135138563,31538,1511,40407902.00,11934,37.84,42.25,-17.55
4-June-2018,1325.10,1350.15,1305.00,1309.55,1319.699576629974597798,17715,808,23378478.00,7128,40.24,45.15,-15.55
1-June-2018,1360.80,1400.00,1315.80,1329.60,1344.713901719773480518,114957,2069,154584276.00,87821,76.39,84.20,-31.20
31-May-2018,1308.75,1364.90,1304.55,1356.20,1339.072638619741201475,31994,2054,42842290.00,9792,30.61,60.35,47.45
30-May-2018,1310.00,1316.00,1298.05,1306.50,1309.878038361314024520,23409,1488,30662935.00,9403,40.17,17.95,-3.50
29-May-2018,1335.00,1337.65,1301.40,1309.80,1312.633977343549510576,27277,1651,35804717.00,14415,52.85,36.25,-25.20
28-May-2018,1326.00,1336.35,1314.80,1324.10,1321.806708721175364057,123332,1411,163021065.00,100311,81.33,21.55,-1.90
25-May-2018,1332.80,1333.85,1311.85,1326.25,1322.348875837930829922,16857,956,22290835.00,3668,21.76,22.00,-6.55
24-May-2018,1314.05,1336.80,1291.95,1332.50,1311.624887511248875112,20002,1330,26235121.00,3379,16.89,44.85,18.45
23-May-2018,1320.00,1327.30,1310.00,1313.00,1314.843693087338664977,12629,629,16605161.00,4308,34.11,17.30,-7.00
22-May-2018,1347.00,1347.00,1312.35,1327.25,1327.233950374163056321,20312,1153,26958776.00,6201,30.53,34.65,-19.75
21-May-2018,1373.70,1380.75,1326.00,1344.90,1346.751698315057502005,18695,1181,25177523.00,5151,27.55,54.75,-28.80
18-May-2018,1404.90,1420.00,1365.00,1374.80,1380.171022800188219189,23377,1340,32264258.00,9251,39.57,55.00,-30.10
17-May-2018,1418.00,1419.90,1395.50,1400.15,1406.462704817803864025,12267,1417,17253078.00,3281,26.75,24.40,-17.85
16-May-2018,1409.40,1424.80,1401.05,1410.60,1412.400314383023316740,22902,1812,32346792.00,9322,40.70,23.75,1.20
15-May-2018,1443.25,1451.50,1405.90,1411.75,1422.383280610346110904,21496,1631,30575551.00,7286,33.89,45.60,-31.50
14-May-2018,1472.90,1477.45,1440.05,1448.10,1454.071806569343065693,10960,822,15936627.00,3863,35.25,37.40,-24.80
11-May-2018,1500.00,1501.30,1465.35,1471.00,1479.738996712270654364,18858,1118,27904918.00,6444,34.17,35.95,-29.00
10-May-2018,1512.35,1514.55,1484.25,1495.60,1495.814859486189844409,16582,1013,24803602.00,5260,31.72,30.30,-16.75
9-May-2018,1520.00,1524.30,1503.00,1510.60,1511.419352437662820989,13435,620,20305919.00,4545,33.83,21.30,-9.40
8-May-2018,1528.40,1531.40,1515.25,1519.35,1523.174695803327539111,8054,479,12267649.00,2672,33.18,16.15,-9.05
7-May-2018,1550.00,1550.00,1515.35,1525.75,1527.126409330741460705,18005,1847,27495911.00,6619,36.76,34.65,-24.25
4-May-2018,1538.00,1548.95,1527.00,1530.35,1537.022755039706780696,6548,393,10064425.00,2300,35.13,21.95,-7.65
3-May-2018,1555.00,1563.70,1532.05,1538.90,1548.427938808373590982,7452,451,11538885.00,2620,35.16,31.65,-16.10
2-May-2018,1585.00,1594.50,1551.50,1561.00,1571.117353999446443398,10839,476,17029341.00,5171,47.71,43.00,-24.00
30-April-2018,1565.35,1598.80,1562.05,1583.50,1584.918315726826365124,6721,479,10652236.00,1460,21.72,36.75,18.15
27-April-2018,1545.00,1564.10,1545.00,1560.40,1555.546774643954202736,7162,490,11140826.00,2643,36.90,19.10,15.40
26-April-2018,1569.15,1570.00,1539.55,1547.00,1556.803069353327085285,8536,487,13288871.00,1642,19.24,30.45,-22.15
25-April-2018,1563.40,1577.00,1550.10,1565.60,1563.759849663037843442,15432,1218,24131942.00,4303,27.88,26.90,2.20
24-April-2018,1574.10,1580.00,1560.10,1565.95,1567.393523354723175645,6701,384,10503104.00,2540,37.90,19.90,-8.15
23-April-2018,1578.50,1581.25,1553.00,1567.60,1566.507539440425346465,11473,655,17972541.00,3834,33.42,28.25,-10.90
20-April-2018,1575.00,1584.90,1558.00,1565.55,1571.304217589264318236,16692,888,26228210.00,7759,46.48,26.90,-9.45
19-April-2018,1605.00,1621.50,1556.20,1574.25,1594.810157194679564691,42177,3163,67264308.00,9967,23.63,65.30,-30.75
18-April-2018,1600.00,1601.00,1564.40,1573.15,1584.012650497295410923,22924,1331,36311906.00,4381,19.11,36.60,-26.85
17-April-2018,1577.20,1599.00,1571.95,1584.60,1582.552595359811246559,20344,935,32195450.00,5370,26.40,27.05,7.40
16-April-2018,1533.00,1581.90,1533.00,1572.05,1559.592708426414082745,22382,1150,34906804.00,8496,37.96,48.90,39.05
13-April-2018,1520.15,1544.40,1520.15,1538.45,1536.719506268830790164,10289,653,15811307.00,4535,44.08,24.25,18.30
12-April-2018,1532.00,1535.00,1515.35,1525.50,1525.189349112426035502,10478,531,15980934.00,4506,43.00,19.65,-6.50
11-April-2018,1534.10,1540.80,1521.05,1535.60,1531.828801945181255526,18096,869,27719974.00,3726,20.59,19.75,1.50
10-April-2018,1544.25,1547.45,1532.05,1539.95,1540.449625595643294758,14690,834,22629205.00,5693,38.75,15.40,-4.30
9-April-2018,1547.40,1557.80,1536.55,1542.45,1547.010946829684390105,7034,548,10881675.00,3397,48.29,21.25,-4.95
6-April-2018,1556.75,1559.85,1543.95,1553.35,1550.925509486999297259,9961,459,15448769.00,4507,45.25,15.90,-3.40
5-April-2018,1542.05,1558.70,1536.95,1550.60,1549.214418683364359451,11818,998,18308616.00,5021,42.49,21.75,8.55
4-April-2018,1552.50,1576.15,1525.00,1528.65,1547.122597746852220013,12072,951,18676864.00,4054,33.58,51.15,-23.85
3-April-2018,1538.25,1558.55,1538.25,1550.75,1546.429065743944636678,4046,358,6256852.00,763,18.86,20.30,12.50
2-April-2018,1500.00,1545.00,1500.00,1537.00,1526.639674126423243031,10188,761,15553405.00,3630,35.63,45.00,37.00
28-March-2018,1505.00,1518.95,1503.30,1508.20,1509.639745990393226410,12283,677,18542905.00,6507,52.98,15.65,3.20
27-March-2018,1543.95,1546.50,1516.15,1524.50,1528.156884137028147501,9166,772,14007086.00,4468,48.75,30.35,-19.45
26-March-2018,1526.10,1537.00,1521.20,1531.55,1529.232157629540497856,13297,788,20334200.00,5140,38.66,15.80,5.45
23-March-2018,1539.05,1539.05,1518.60,1527.80,1527.293921620901093041,7502,510,11457759.00,3332,44.41,20.45,-11.25
22-March-2018,1561.55,1569.00,1540.25,1546.40,1552.203928663737399844,7738,531,12010954.00,1959,25.32,28.75,-15.15
21-March-2018,1579.25,1579.25,1545.10,1554.35,1563.037543053960964408,8710,467,13614057.00,2425,27.84,34.15,-24.90
20-March-2018,1556.10,1572.60,1530.00,1556.00,1553.236029411764705882,12240,685,19011609.00,2944,24.05,42.60,-0.10
19-March-2018,1570.00,1574.40,1536.20,1559.70,1554.241361048589964252,7553,498,11739185.00,1304,17.26,38.20,-10.30
16-March-2018,1600.15,1606.55,1557.00,1565.55,1582.143529054771658321,13182,583,20855816.00,1784,13.53,49.55,-34.60
15-March-2018,1617.10,1617.10,1596.55,1603.35,1605.480335731414868105,8340,501,13389706.00,2882,34.56,20.55,-13.75
14-March-2018,1570.00,1624.70,1564.20,1612.70,1602.653388232959619009,20158,857,32306287.00,6416,31.83,60.50,42.70
13-March-2018,1560.50,1580.00,1558.00,1575.85,1572.102550397067806963,13096,685,20588255.00,4788,36.56,22.00,15.35
12-March-2018,1535.00,1566.90,1522.45,1563.45,1544.615849301721338096,30790,1242,47558722.00,12711,41.28,44.45,28.45
9-March-2018,1552.00,1552.00,1529.80,1534.10,1538.751031935694112535,27618,1035,42497226.00,3763,13.63,22.20,-17.90
8-March-2018,1580.00,1581.20,1542.25,1544.90,1553.519969232589787586,16901,1043,26256041.00,5047,29.86,38.95,-35.10
7-March-2018,1604.90,1604.90,1570.00,1574.45,1581.356190150478796169,5848,451,9247771.00,1134,19.39,34.90,-30.45
6-March-2018,1614.00,1618.00,1590.00,1593.90,1603.557925854905720677,12516,799,20070131.00,3722,29.74,28.00,-20.10
5-March-2018,1621.20,1631.00,1595.10,1604.10,1611.158091944084161982,13878,1216,22359652.00,6102,43.97,35.90,-17.10
1-March-2018,1620.00,1641.00,1620.00,1633.65,1633.100258546394714162,3481,256,5684822.00,626,17.98,21.00,13.65
28-February-2018,1618.90,1634.95,1616.60,1625.80,1625.247507734616706772,8727,542,14183535.00,1822,20.88,18.35,6.90
27-February-2018,1651.10,1656.80,1623.00,1632.65,1634.357711279184478789,15205,882,24850409.00,4740,31.17,33.80,-18.45
26-February-2018,1658.25,1672.80,1656.75,1663.30,1665.141212970376301040,9992,561,16638091.00,2771,27.73,16.05,5.05
23-February-2018,1645.00,1653.30,1628.85,1646.80,1642.840232389251997095,8262,525,13573146.00,1862,22.54,24.45,1.80
22-February-2018,1640.00,1640.00,1618.05,1631.40,1628.767698744769874476,5975,345,9731887.00,1515,25.36,21.95,-8.60
21-February-2018,1653.00,1660.00,1642.00,1646.10,1650.838810914479993025,11471,527,18936772.00,3345,29.16,18.00,-6.90
20-February-2018,1635.05,1651.00,1623.20,1641.00,1633.728065492080441359,16857,847,27539754.00,5178,30.72,27.80,5.95
19-February-2018,1650.00,1665.75,1620.15,1633.00,1636.141057160417947141,13016,778,21296012.00,4143,31.83,45.60,-17.00
16-February-2018,1630.00,1665.00,1630.00,1653.45,1650.565807469752761704,19010,990,31377256.00,5156,27.12,35.00,23.45
15-February-2018,1632.95,1650.00,1613.80,1621.10,1630.268349970640046975,23842,1388,38868858.00,4908,20.59,36.20,-11.85
14-February-2018,1657.45,1661.20,1618.55,1625.75,1634.941040667732196767,16893,814,27619059.00,3698,21.89,42.65,-31.70
12-February-2018,1687.00,1687.00,1623.60,1651.10,1661.772793976902954124,15673,828,26044965.00,3903,24.90,63.40,-35.90
9-February-2018,1667.00,1684.00,1655.00,1659.40,1668.005671773718326458,27152,1764,45289690.00,4730,17.42,29.00,-7.60
8-February-2018,1595.00,1705.00,1570.95,1692.30,1650.424791543562471275,76155,3665,125688100.00,4396,5.77,134.05,97.30
7-February-2018,1619.00,1644.15,1576.10,1590.30,1607.456443334720488278,14418,928,23176307.00,3403,23.60,68.05,-28.70
6-February-2018,1600.00,1654.90,1562.65,1618.10,1603.018700857122618119,14117,1145,22629815.00,1826,12.93,92.25,18.10
5-February-2018,1688.00,1688.00,1616.00,1643.85,1633.385339719133046513,12319,916,20121674.00,3163,25.68,72.00,-44.15
2-February-2018,1733.00,1733.00,1670.15,1676.25,1690.194187026116259477,9496,692,16050084.00,2458,25.88,62.85,-56.75
1-February-2018,1710.00,1745.15,1698.35,1733.05,1725.969495587754657370,9179,650,15842674.00,2145,23.37,46.80,23.05
31-January-2018,1731.50,1739.95,1702.00,1716.40,1717.429329474191992281,8292,478,14240924.00,4048,48.82,37.95,-15.10
30-January-2018,1732.70,1739.15,1720.00,1729.50,1728.746096189881324172,6404,418,11070890.00,2943,45.96,19.15,-3.20
29-January-2018,1728.00,1754.40,1728.00,1737.20,1741.161358284793654727,8069,615,14049431.00,1981,24.55,26.40,9.20
25-January-2018,1752.00,1752.45,1723.15,1727.45,1734.965873409353825813,12102,692,20996557.00,4274,35.32,29.30,-24.55
24-January-2018,1784.05,1792.00,1738.00,1744.85,1754.478952977221260157,15014,1048,26341747.00,4436,29.55,54.00,-39.20
23-January-2018,1830.00,1830.00,1787.00,1793.95,1807.964231760753395314,133051,1085,240551449.00,123255,92.64,43.00,-36.05
22-January-2018,1845.00,1845.00,1808.45,1829.10,1822.939947540591674080,435003,480,792984346.00,428364,98.47,36.55,-15.90
19-January-2018,1835.10,1835.10,1810.50,1822.70,1821.519883406204455548,4803,298,8748760.00,1054,21.94,24.60,-12.40
18-January-2018,1842.00,1852.25,1825.00,1837.55,1841.820374105996699064,10906,698,20086893.00,3314,30.39,27.25,-4.45
17-January-2018,1850.00,1850.00,1825.10,1840.25,1838.624715490694872138,7469,752,13732688.00,2712,36.31,24.90,-9.75
16-January-2018,1826.50,1856.00,1826.50,1848.95,1845.421312597809076682,20448,1337,37735175.00,9383,45.89,29.50,22.45
15-January-2018,1806.40,1831.05,1789.00,1826.75,1797.999544728496137908,129593,2175,233008155.00,90627,69.93,42.05,20.35
12-January-2018,1802.00,1818.05,1793.75,1805.15,1805.731242312423124231,6504,568,11744476.00,1648,25.34,24.30,3.15
11-January-2018,1837.00,1837.00,1789.15,1801.30,1809.919437108281761204,126845,609,229579231.00,122606,96.66,47.85,-35.70
10-January-2018,1815.00,1822.00,1803.55,1811.90,1810.422432316287064890,6981,408,12638559.00,2319,33.22,18.45,-3.10
9-January-2018,1824.80,1835.45,1796.20,1813.00,1816.752884998010346199,12565,671,22827500.00,1963,15.62,39.25,-11.80
8-January-2018,1814.35,1824.75,1801.30,1818.05,1816.698435277382645803,9842,492,17879946.00,3487,35.43,23.45,3.70
5-January-2018,1796.95,1821.60,1788.45,1805.70,1805.493731343283582089,8375,505,15121010.00,2334,27.87,33.15,8.75
4-January-2018,1772.95,1808.95,1771.00,1799.70,1789.861435851318944844,13344,747,23883911.00,4509,33.79,37.95,26.75
3-January-2018,1743.40,1775.70,1742.60,1770.05,1761.322896066798505822,9102,494,16031561.00,1901,20.89,33.10,26.65
2-January-2018,1741.05,1744.25,1725.55,1736.60,1733.823860438942037141,8885,487,15405025.00,1955,22.00,18.70,-4.45
1-January-2018,1760.50,1765.00,1728.30,1735.15,1745.586725663716814159,6780,348,11835078.00,1038,15.31,36.70,-25.35
29-December-2017,1753.20,1769.00,1750.70,1757.90,1758.802594212909663059,13029,539,22915439.00,2857,21.93,18.30,4.70
28-December-2017,1735.90,1754.00,1727.05,1745.35,1741.905694697075696096,14294,649,24898800.00,2593,18.14,26.95,9.45
27-December-2017,1741.00,1746.40,1725.00,1731.25,1736.322413530397683985,6563,384,11395484.00,1372,20.91,21.40,-9.75
26-December-2017,1735.00,1743.00,1712.10,1738.65,1730.063833333333333333,12000,503,20760766.00,3357,27.98,30.90,3.65
22-December-2017,1754.00,1754.00,1716.15,1721.15,1722.173216144327512432,43235,1080,74458159.00,32030,74.08,37.85,-32.85
21-December-2017,1718.05,1745.75,1717.95,1738.50,1737.389090909090909090,7700,485,13377896.00,1976,25.66,27.80,20.45
20-December-2017,1724.90,1737.15,1720.00,1724.95,1727.905060240963855421,8300,408,14341612.00,1862,22.43,17.15,0.05
19-December-2017,1704.65,1733.00,1700.40,1728.25,1712.142992735370350089,27393,944,46900733.00,13534,49.41,32.60,23.60
18-December-2017,1698.00,1705.95,1655.60,1697.30,1685.545213393067672718,16964,989,28593589.00,2757,16.25,50.35,-0.70
15-December-2017,1698.00,1705.85,1691.00,1698.65,1697.857454347233578631,7338,496,12458878.00,2759,37.60,14.85,0.65
14-December-2017,1718.95,1719.30,1677.00,1689.90,1689.762481896486012653,13119,780,22167994.00,4702,35.84,42.30,-29.05
13-December-2017,1715.00,1738.00,1698.20,1708.75,1714.959361895406196195,378684,1318,649427671.00,353484,93.35,39.80,-6.25
12-December-2017,1733.05,1742.35,1705.00,1709.30,1716.081363498021710459,9857,498,16915414.00,3270,33.17,37.35,-23.75
11-December-2017,1750.00,1770.85,1728.45,1735.15,1749.485792605469011165,14957,736,26167059.00,2139,14.30,42.40,-14.85
8-December-2017,1695.50,1753.80,1695.50,1743.60,1734.766780546623794212,19904,800,34528798.00,5180,26.02,58.30,48.10
7-December-2017,1682.20,1711.00,1682.20,1703.60,1702.723570978800811586,14293,590,24337028.00,5568,38.96,28.80,21.40
6-December-2017,1680.05,1700.00,1680.05,1688.50,1689.743944971904669637,10322,497,17441537.00,4910,47.57,19.95,8.45
5-December-2017,1695.00,1703.25,1676.55,1688.50,1688.269977081741787624,13090,632,22099454.00,2838,21.68,26.70,-6.50
4-December-2017,1698.80,1701.80,1672.00,1695.30,1687.164042602454271822,8638,399,14573723.00,2333,27.01,29.80,-3.50
1-December-2017,1674.45,1705.00,1670.55,1677.00,1686.118346313755343444,17077,896,28793843.00,7146,41.85,34.45,2.55
30-November-2017,1677.00,1687.55,1662.00,1666.50,1672.319379844961240310,11610,677,19415628.00,2931,25.25,25.55,-10.50
29-November-2017,1684.65,1693.50,1669.05,1679.75,1683.877239761092150170,9376,455,15788033.00,1826,19.48,24.45,-4.90
28-November-2017,1690.50,1695.95,1680.00,1683.50,1686.058642196573231055,13949,658,23518832.00,3653,26.19,15.95,-7.00
27-November-2017,1700.00,1705.00,1676.55,1693.50,1686.798962670757542552,13689,820,23090591.00,5779,42.22,28.45,-6.50
24-November-2017,1715.05,1721.00,1695.00,1699.05,1703.206212477160010441,7662,767,13049966.00,3013,39.32,26.00,-16.00
23-November-2017,1725.05,1730.85,1707.35,1712.35,1718.362891619616960035,9033,1714,15521972.00,2114,23.40,23.50,-12.70
22-November-2017,1706.55,1735.00,1706.55,1723.65,1718.172938245706044316,15254,1833,26209010.00,5168,33.88,28.45,17.10
21-November-2017,1711.00,1724.80,1698.00,1704.75,1709.501520784048665089,17754,978,30350490.00,2711,15.27,26.80,-6.25
20-November-2017,1758.95,1758.95,1685.25,1706.30,1723.561571125265392781,18840,1117,32471900.00,4635,24.60,73.70,-52.65
17-November-2017,1799.80,1813.25,1756.15,1765.95,1791.245693833420326597,13411,846,24022396.00,3109,23.18,57.10,-33.85
16-November-2017,1781.85,1799.50,1775.25,1787.30,1790.909393346379647749,10220,548,18303094.00,3048,29.82,24.25,5.45
15-November-2017,1740.00,1775.00,1734.60,1767.90,1760.148172569706103993,10616,548,18685733.00,1671,15.74,40.40,27.90
14-November-2017,1752.80,1777.45,1737.00,1749.05,1766.377537796976241900,69450,741,122674920.00,8535,12.29,40.45,-3.75
13-November-2017,1758.45,1771.15,1747.50,1753.95,1759.829404551028750510,7339,342,12915388.00,1495,20.37,23.65,-4.50
10-November-2017,1760.00,1772.60,1745.00,1754.00,1756.474838907640380484,6518,408,11448703.00,964,14.79,27.60,-6.00
9-November-2017,1785.80,1792.10,1754.55,1760.60,1768.217306350314026517,14330,752,25338554.00,3740,26.10,37.55,-25.20
8-November-2017,1792.00,1806.00,1780.35,1783.80,1792.332549941245593419,7659,348,13727475.00,1510,19.72,25.65,-8.20
7-November-2017,1799.00,1816.50,1776.35,1784.75,1792.772559809728116401,21443,926,38442422.00,3018,14.07,40.15,-14.25
6-November-2017,1803.90,1815.00,1788.75,1796.85,1802.737721143139923295,8083,476,14571529.00,1570,19.42,26.25,-7.05
3-November-2017,1808.00,1816.80,1796.00,1803.65,1803.282544635118738082,5769,288,10403137.00,2519,43.66,20.80,-4.35
2-November-2017,1820.25,1834.50,1795.50,1798.95,1810.412472806381435823,6895,372,12482794.00,2578,37.39,39.00,-21.30
1-November-2017,1818.00,1833.00,1812.35,1817.45,1822.641121237227285280,14484,651,26399134.00,4536,31.32,20.65,-0.55
31-October-2017,1820.00,1836.00,1803.05,1805.60,1817.784198323524166220,11214,548,20384632.00,2542,22.67,32.95,-14.40
30-October-2017,1791.00,1829.00,1791.00,1818.25,1815.093135675153077666,21721,998,39425638.00,7336,33.77,38.00,27.25
27-October-2017,1785.00,1800.00,1772.55,1785.95,1785.685529279279279279,7104,504,12685510.00,1811,25.49,27.45,0.95
26-October-2017,1795.00,1805.65,1776.15,1783.65,1791.158140742664243053,11553,662,20693250.00,2079,18.00,29.50,-11.35
25-October-2017,1799.00,1815.00,1787.10,1803.70,1799.867195004803073967,12492,990,22483941.00,3287,26.31,27.90,4.70
24-October-2017,1790.00,1818.00,1770.10,1777.80,1790.767171750884453641,14981,1139,26827483.00,6169,41.18,47.90,-12.20
23-October-2017,1785.00,1789.95,1745.20,1780.30,1775.925588814863470019,10657,619,18926039.00,2046,19.20,44.75,-4.70
19-October-2017,1785.00,1787.65,1757.00,1766.85,1770.984779299847792998,2628,206,4654148.00,1273,48.44,30.65,-18.15
18-October-2017,1799.00,1809.00,1781.35,1784.95,1793.536373019790871965,22283,1095,39965371.00,6548,29.39,27.65,-14.05
17-October-2017,1798.85,1815.20,1769.95,1792.85,1795.496276403963547300,80433,5063,144417152.00,9335,11.61,45.25,-6.00
16-October-2017,1790.00,1797.00,1770.00,1784.90,1784.575764052147894849,14037,851,25050090.00,4431,31.57,27.00,-5.10
13-October-2017,1742.65,1774.50,1738.35,1766.90,1760.070832633406125762,17859,895,31433105.00,5216,29.21,36.15,24.25
12-October-2017,1739.95,1747.00,1710.55,1741.65,1728.491693461950696677,14928,858,25802924.00,3991,26.73,36.45,1.70
11-October-2017,1740.55,1748.60,1707.10,1715.45,1727.903654812333760220,10151,704,17539950.00,1417,13.96,41.50,-25.10
10-October-2017,1727.95,1749.70,1727.00,1732.65,1740.980820492815811715,15381,715,26778026.00,2482,16.14,22.70,4.70
9-October-2017,1721.05,1757.00,1721.00,1727.95,1734.522032658219428647,30069,1460,52155343.00,6647,22.11,36.00,6.90
6-October-2017,1692.00,1746.00,1692.00,1737.95,1732.727809385293236942,23377,1078,40505978.00,8118,34.73,54.00,45.95
5-October-2017,1656.60,1705.00,1656.60,1701.65,1685.616509306717021850,18535,1708,31242902.00,5186,27.98,48.40,45.05
4-October-2017,1635.50,1661.05,1635.50,1652.95,1651.187469084913437757,12130,676,20028904.00,2703,22.28,25.55,17.45
3-October-2017,1647.00,1675.50,1641.05,1646.25,1657.481261931076057470,9953,828,16496911.00,3564,35.81,34.45,-0.75
29-September-2017,1645.25,1677.50,1644.05,1654.15,1662.229509991787571858,18265,1031,30360622.00,2528,13.84,33.45,8.90
28-September-2017,1596.00,1667.00,1592.00,1650.05,1637.683174096033916008,65102,1926,106616450.00,27306,41.94,75.00,54.05
27-September-2017,1641.00,1664.00,1585.05,1592.45,1623.676000263227165043,30392,1494,49346761.00,5607,18.45,78.95,-48.55
26-September-2017,1629.00,1649.00,1620.00,1632.25,1634.128805939649887609,29362,1519,47981290.00,7959,27.11,29.00,3.25
25-September-2017,1686.00,1690.90,1625.00,1631.65,1638.733036905291240551,44980,1681,73710212.00,23893,53.12,65.90,-54.35
22-September-2017,1765.00,1765.00,1682.00,1690.70,1709.446373415699222494,18778,1547,32099984.00,4889,26.04,83.00,-74.30
