Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
6-April-2018,169.00,169.50,167.30,169.10,168.521932041561359168,35610,440,6001066.00,6528,18.33,2.20,0.10
5-April-2018,166.00,169.50,166.00,168.70,168.669390548682477626,96431,737,16264958.00,31503,32.67,3.50,2.70
4-April-2018,169.50,169.50,165.50,166.35,167.561962152226585345,95752,810,16044393.00,28481,29.74,4.00,-3.15
3-April-2018,170.30,171.30,169.00,169.50,169.619664138678223185,110760,710,18787074.00,20694,18.68,2.30,-0.80
2-April-2018,169.70,170.80,168.10,170.30,169.709955776075935713,74168,590,12587048.00,16064,21.66,2.70,0.60
28-March-2018,171.00,172.50,166.55,169.70,169.028102380076064286,130416,1261,22043969.00,32229,24.71,5.95,-1.30
27-March-2018,169.90,171.50,168.45,171.00,170.438091532677554955,118231,704,20151066.00,49180,41.60,3.05,1.10
26-March-2018,170.00,171.10,168.85,170.10,170.191715652526964288,113298,766,19282381.00,46207,40.78,2.25,0.10
23-March-2018,168.00,171.90,167.75,170.15,170.462654370766324132,347216,1126,59187361.00,221820,63.89,4.15,2.15
22-March-2018,170.35,170.75,168.65,170.50,169.681002519798416126,111120,676,18854953.00,49148,44.23,2.10,0.15
21-March-2018,166.05,170.65,166.00,170.20,169.572312731754251305,185002,1205,31371217.00,59410,32.11,4.65,4.15
20-March-2018,167.50,167.50,164.70,166.10,164.929200562991988786,2066104,652,340760881.00,1996782,96.64,2.80,-1.40
19-March-2018,165.00,167.95,163.70,167.05,166.254469382592823009,146273,1441,24318540.00,59343,40.57,4.25,2.05
16-March-2018,169.50,169.50,164.25,165.35,167.288106953762431158,780599,1100,130584929.00,659823,84.53,5.25,-4.15
15-March-2018,170.00,170.80,167.50,169.85,168.376282696680157624,1199816,502,202020558.00,1150460,95.89,3.30,-0.15
14-March-2018,171.80,171.80,168.25,170.00,169.911400601206269958,725874,906,123334268.00,617292,85.04,3.55,-1.80
13-March-2018,171.00,171.00,167.45,169.40,169.029474182851729038,105550,754,17841061.00,21494,20.36,3.55,-1.60
12-March-2018,164.05,172.50,163.95,171.00,167.889834664424828359,199836,2324,33550433.00,83031,41.55,8.55,6.95
9-March-2018,163.10,164.85,162.75,163.90,163.825861585878397310,107070,863,17540835.00,33363,31.16,2.10,0.80
8-March-2018,163.10,165.90,162.25,165.30,164.407605584181089531,136242,1031,22399221.00,47684,35.00,3.65,2.20
7-March-2018,163.60,164.60,161.90,163.15,163.365867344702117399,114055,1248,18632694.00,33663,29.51,2.70,-0.45
6-March-2018,164.75,164.75,162.10,163.05,163.500194954906082593,117976,799,19289099.00,41990,35.59,2.65,-1.70
5-March-2018,163.00,164.50,155.70,163.25,161.078229759807736949,146466,1318,23592484.00,54784,37.40,8.80,0.25
1-March-2018,163.50,163.75,162.10,163.00,162.384744450903502788,892803,404,144977587.00,862408,96.60,1.65,-0.50
28-February-2018,164.40,164.90,162.55,163.25,163.653359927257794855,68186,462,11158868.00,25457,37.33,2.35,-1.15
27-February-2018,162.60,166.00,162.60,165.50,163.213626159069085955,1186189,1603,193602208.00,1073692,90.52,3.40,2.90
26-February-2018,163.00,163.30,161.70,163.00,162.807109189708487195,133236,979,21691768.00,66448,49.87,1.60,0.00
23-February-2018,162.25,163.65,160.90,162.80,162.982777172565397763,7178380,2004,1169952308.00,6648102,92.61,2.75,0.55
22-February-2018,161.90,162.20,160.15,160.50,161.861929314756107843,794593,762,128614356.00,653847,82.29,2.05,-1.40
21-February-2018,164.50,164.50,161.60,162.25,162.488939754750581479,2164735,848,351745495.00,2042159,94.34,2.90,-2.25
20-February-2018,164.00,164.60,162.25,163.75,163.568694379739158463,3667054,823,599815235.00,3494906,95.31,2.35,-0.25
19-February-2018,163.00,163.45,161.65,163.00,162.783244030576362120,6505025,923,1058909072.00,6362707,97.81,1.80,0.00
16-February-2018,163.90,163.90,162.00,162.50,163.244645792098048403,3455273,813,564054817.00,3381759,97.87,1.90,-1.40
15-February-2018,163.95,164.30,162.65,162.90,163.011197442512864106,2015103,825,328484353.00,1958273,97.18,1.65,-1.05
14-February-2018,164.80,165.45,162.40,162.80,163.050074374638930460,439666,1257,71687574.00,363708,82.72,3.05,-2.00
12-February-2018,163.20,165.10,162.20,164.75,163.473670323871506783,227405,1663,37174730.00,64877,28.53,2.90,1.55
9-February-2018,163.00,167.45,160.65,163.20,162.770369668503052370,369385,1588,60124933.00,103109,27.91,6.80,0.20
8-February-2018,164.80,165.50,163.10,163.65,164.407423162820376475,188060,1696,30918460.00,67458,35.87,2.40,-1.15
7-February-2018,165.20,165.85,158.90,164.80,162.814144236780344826,878181,2823,142980288.00,110184,12.55,6.95,-0.40
