Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
1-August-2018,7720.00,7795.95,7625.00,7682.60,7712.851540616246498599,357,133,2753488.00,171,47.90,170.95,-37.40
31-July-2018,7679.50,7829.95,7485.05,7618.65,7673.435255712731229597,919,240,7051887.00,446,48.53,344.90,-60.85
30-July-2018,7524.00,7740.00,7447.60,7679.95,7591.103813559322033898,472,168,3583001.00,161,34.11,292.40,155.95
27-July-2018,7630.00,7725.00,7525.00,7627.75,7618.441860465116279069,559,194,4258709.00,206,36.85,200.00,-2.25
26-July-2018,7316.65,7683.40,7316.65,7615.55,7550.525874125874125874,715,272,5398626.00,318,44.48,366.75,298.90
25-July-2018,7349.00,7380.00,7270.00,7350.15,7324.892929292929292929,495,131,3625822.00,344,69.49,110.00,1.15
24-July-2018,7544.15,7560.00,7248.00,7268.50,7308.053798961774421897,2119,451,15485766.00,1166,55.03,312.00,-275.65
23-July-2018,7400.00,7740.00,7400.00,7495.55,7646.653756777691711851,1291,406,9871830.00,456,35.32,340.00,95.55
20-July-2018,7266.00,7347.00,7204.05,7305.80,7303.403125000000000000,320,119,2337089.00,160,50.00,142.95,39.80
19-July-2018,7259.40,7309.00,7076.00,7275.20,7247.434782608695652173,483,220,3500511.00,244,50.52,233.00,15.80
18-July-2018,7069.75,7301.00,7061.70,7179.55,7156.605882352941176470,680,380,4866492.00,369,54.26,239.30,109.80
17-July-2018,7059.30,7110.00,7017.55,7033.25,7047.852564102564102564,156,73,1099465.00,84,53.85,92.45,-26.05
16-July-2018,7036.55,7150.00,6960.80,7076.15,7054.668737060041407867,483,157,3407405.00,315,65.22,189.20,39.60
13-July-2018,7190.00,7190.00,7080.00,7100.55,7114.607476635514018691,107,39,761263.00,63,58.88,110.00,-89.45
12-July-2018,7100.00,7230.90,7021.00,7148.75,7143.352059925093632958,267,101,1907275.00,121,45.32,209.90,48.75
11-July-2018,7097.00,7124.35,7040.00,7059.95,7065.645429362880886426,361,85,2550698.00,276,76.45,84.35,-37.05
10-July-2018,7101.00,7162.00,7071.00,7079.85,7103.948763250883392226,566,137,4020835.00,333,58.83,91.00,-21.15
9-July-2018,7199.75,7223.50,7140.10,7152.25,7187.210161662817551963,433,166,3112062.00,279,64.43,83.40,-47.50
6-July-2018,7200.00,7210.00,7141.65,7158.00,7170.313405797101449275,552,173,3958013.00,267,48.37,68.35,-42.00
5-July-2018,7183.05,7196.25,7138.00,7193.00,7175.141592920353982300,113,44,810791.00,67,59.29,58.25,9.95
4-July-2018,7164.90,7175.00,7105.05,7136.20,7144.509708737864077669,206,102,1471769.00,97,47.09,69.95,-28.70
3-July-2018,7145.00,7155.00,7051.00,7093.85,7089.213930348258706467,402,166,2849864.00,209,51.99,104.00,-51.15
2-July-2018,7224.20,7237.35,7147.90,7174.80,7178.485094850948509485,369,131,2648861.00,176,47.70,89.45,-49.40
29-June-2018,7359.35,7483.70,7151.55,7242.00,7269.416666666666666666,1284,404,9333931.00,600,46.73,332.15,-117.35
28-June-2018,7142.35,7345.95,7025.00,7311.25,7206.590329079919408999,1489,441,10730613.00,748,50.24,320.95,168.90
27-June-2018,7500.00,7509.30,7110.65,7163.60,7309.446202531645569620,632,233,4619570.00,266,42.09,398.65,-336.40
26-June-2018,7797.00,7828.00,7452.00,7513.95,7575.203439803439803439,2035,562,15415539.00,1010,49.63,376.00,-283.05
25-June-2018,7499.00,7750.00,7470.00,7665.60,7673.417024935511607910,2326,654,17848368.00,1043,44.84,280.00,166.60
22-June-2018,7270.00,7450.00,7270.00,7430.85,7396.010515247108307045,951,285,7033606.00,424,44.58,180.00,160.85
21-June-2018,7200.00,7349.95,7200.00,7297.95,7293.604821802935010482,954,260,6958099.00,485,50.84,149.95,97.95
20-June-2018,6993.00,7283.90,6989.95,7155.35,7147.031091829356471438,2766,612,19768688.00,582,21.04,293.95,162.35
19-June-2018,6708.80,6971.00,6708.75,6913.75,6898.138286893704850361,969,258,6684296.00,373,38.49,262.25,204.95
18-June-2018,6563.95,6759.45,6480.00,6682.00,6616.430034129692832764,293,136,1938614.00,154,52.56,279.45,118.05
15-June-2018,6489.90,6546.90,6417.45,6536.10,6497.549132947976878612,173,77,1124076.00,96,55.49,129.45,46.20
14-June-2018,6300.00,6650.00,6300.00,6489.85,6462.413865546218487394,476,86,3076109.00,158,33.19,350.00,189.85
13-June-2018,6399.10,6410.25,6318.10,6323.45,6365.623376623376623376,154,37,980306.00,84,54.55,92.15,-75.65
12-June-2018,6395.00,6395.00,6327.05,6350.85,6351.804511278195488721,133,42,844790.00,84,63.16,67.95,-44.15
11-June-2018,6385.15,6395.15,6317.30,6339.70,6348.598765432098765432,324,99,2056946.00,160,49.38,77.85,-45.45
8-June-2018,6402.00,6429.40,6345.00,6390.40,6380.001174456565013137,50236,101,320505739.00,50118,99.77,84.40,-11.60
7-June-2018,6450.00,6455.30,6361.55,6409.70,6412.650666666666666666,375,125,2404744.00,213,56.80,93.75,-40.30
6-June-2018,6530.00,6530.00,6225.00,6422.60,6317.266857962697274031,697,207,4403135.00,239,34.29,305.00,-107.40
5-June-2018,6579.95,6579.95,6326.25,6340.80,6382.270348837209302325,344,83,2195501.00,210,61.05,253.70,-239.15
4-June-2018,6658.00,6743.00,6499.95,6518.95,6596.665914221218961625,443,121,2922323.00,208,46.95,243.05,-139.05
1-June-2018,6702.75,6703.00,6500.00,6648.50,6556.895946763460375075,1653,182,10838549.00,710,42.95,203.00,-54.25
31-May-2018,6747.95,6800.00,6605.50,6661.20,6706.530534351145038167,262,120,1757111.00,91,34.73,194.50,-86.75
30-May-2018,6700.00,6749.90,6658.20,6723.90,6698.127572016460905349,243,95,1627645.00,153,62.96,91.70,23.90
29-May-2018,6800.00,6810.00,6634.00,6674.25,6702.205882352941176470,272,72,1823000.00,119,43.75,176.00,-125.75
28-May-2018,6717.60,6790.75,6650.00,6730.65,6743.008741258741258741,572,209,3857001.00,304,53.15,140.75,13.05
25-May-2018,6681.55,6750.00,6561.20,6635.55,6625.264367816091954022,435,96,2881990.00,200,45.98,188.80,-46.00
24-May-2018,6550.00,6735.00,6535.80,6660.05,6670.956239870340356564,617,164,4115980.00,196,31.77,199.20,110.05
23-May-2018,6620.00,6650.00,6502.00,6593.70,6577.657039711191335740,277,73,1822011.00,179,64.62,148.00,-26.30
22-May-2018,6533.95,6619.70,6521.10,6548.65,6565.437007874015748031,254,51,1667621.00,106,41.73,98.60,14.70
21-May-2018,6851.00,6872.50,6465.05,6648.35,6663.148235294117647058,850,167,5663676.00,301,35.41,407.45,-202.65
18-May-2018,6793.35,6800.00,6650.00,6750.25,6749.591891891891891891,370,129,2497349.00,284,76.76,150.00,-43.10
17-May-2018,6811.05,6859.00,6721.80,6793.35,6802.033879781420765027,915,217,6223861.00,365,39.89,137.20,-17.70
16-May-2018,6618.00,6899.85,6618.00,6766.45,6769.616344354335620711,1603,587,10851695.00,612,38.18,281.85,148.45
15-May-2018,6600.00,7353.45,6400.00,6618.05,6823.051028179741051028,6565,2098,44793330.00,2202,33.54,953.45,18.05
14-May-2018,6426.35,6580.60,6352.00,6557.15,6516.212535612535612535,1755,515,11435953.00,981,55.90,228.60,130.80
11-May-2018,6290.00,6368.00,6220.05,6330.85,6319.179719986266356388,26213,326,165644658.00,25601,97.67,147.95,40.85
10-May-2018,6338.00,6352.90,6200.00,6239.55,6300.010798816568047337,40560,116,255528438.00,40318,99.40,152.90,-98.45
9-May-2018,6252.45,6343.50,6252.45,6299.35,6310.689845474613686534,906,107,5717485.00,647,71.41,91.05,46.90
8-May-2018,6317.05,6345.00,6207.60,6257.35,6251.131798561151079136,3475,90,21722683.00,3358,96.63,137.40,-59.70
7-May-2018,6300.00,6310.00,6204.15,6271.65,6276.899807321772639691,519,137,3257711.00,309,59.54,105.85,-28.35
4-May-2018,6300.00,6351.50,6268.00,6297.95,6312.781250000000000000,512,162,3232144.00,263,51.37,83.50,-2.05
3-May-2018,6136.00,6500.00,6120.00,6307.15,6311.626097867001254705,797,232,5030366.00,198,24.84,380.00,171.15
2-May-2018,6161.10,6180.00,6127.90,6135.70,6145.233766233766233766,77,22,473183.00,64,83.12,52.10,-25.40
30-April-2018,6200.00,6225.25,6115.75,6142.00,6163.838323353293413173,334,105,2058722.00,159,47.60,109.50,-58.00
27-April-2018,6026.60,6200.00,6026.60,6168.95,6148.685314685314685314,143,50,879262.00,68,47.55,173.40,142.35
26-April-2018,6146.45,6189.35,6070.00,6086.95,6133.954703832752613240,287,70,1760445.00,160,55.75,119.35,-59.50
25-April-2018,6252.00,6252.00,6136.60,6192.20,6205.000000000000000000,173,65,1073465.00,55,31.79,115.40,-59.80
24-April-2018,6154.75,6263.75,6154.75,6212.45,6220.124368686868686868,1584,285,9852677.00,826,52.15,109.00,57.70
23-April-2018,6184.95,6201.65,6097.50,6144.30,6171.616666666666666666,360,86,2221782.00,203,56.39,104.15,-40.65
20-April-2018,6165.05,6185.00,6115.20,6137.75,6151.920529801324503311,151,57,928940.00,87,57.62,69.80,-27.30
19-April-2018,6187.10,6312.45,6144.00,6162.70,6219.905027932960893854,358,96,2226726.00,138,38.55,168.45,-24.40
18-April-2018,6300.00,6310.00,6150.00,6182.15,6242.082116788321167883,548,108,3420661.00,295,53.83,160.00,-117.85
17-April-2018,6401.00,6508.10,6260.00,6296.30,6331.629778672032193158,497,172,3146820.00,115,23.14,248.10,-104.70
16-April-2018,6400.00,6659.00,6356.20,6447.45,6519.676271186440677966,1180,319,7693218.00,655,55.51,302.80,47.45
13-April-2018,6075.00,6602.00,6060.00,6497.45,6382.511781727986771393,2419,665,15439296.00,818,33.82,542.00,422.45
12-April-2018,5800.05,6176.70,5800.00,6075.75,6025.418367346938775510,1372,397,8266874.00,816,59.48,376.70,275.70
