Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
26-October-2017,176.50,179.00,174.00,174.40,175.540215635220621444,659818,5920,115824594.00,291953,44.25,5.00,-2.10
25-October-2017,181.00,182.25,174.00,176.30,176.729193162145953050,940412,7687,166198254.00,527284,56.07,8.25,-4.70
24-October-2017,180.95,182.60,180.00,180.30,181.101146847594491921,473559,3434,85762078.00,254673,53.78,2.60,-0.65
23-October-2017,184.25,185.15,179.75,180.15,181.629138354512295564,543936,4502,98794627.00,293145,53.89,5.40,-4.10
19-October-2017,182.00,184.70,181.20,183.70,183.574208955558954225,712697,5370,130832788.00,431467,60.54,3.50,1.70
18-October-2017,182.00,183.05,179.90,180.35,181.073050307871208799,419656,3807,75988392.00,235156,56.04,3.15,-1.65
17-October-2017,182.00,184.75,181.15,182.35,182.940365539783308363,598731,5350,109532068.00,253298,42.31,3.60,0.35
16-October-2017,185.00,187.90,180.50,181.25,183.860051942257142775,699238,5491,128561935.00,356117,50.93,7.40,-3.75
13-October-2017,179.40,187.90,179.40,183.10,183.906985642569059391,1479234,15545,272041466.00,563547,38.10,8.50,3.70
12-October-2017,179.15,180.90,177.65,177.95,178.790210831927280465,328935,3313,58810358.00,236874,72.01,3.25,-1.20
11-October-2017,181.30,182.60,177.50,178.60,180.413954356217420205,428755,4007,77353385.00,233968,54.57,5.10,-2.70
10-October-2017,180.00,184.50,179.50,180.70,181.715068756234310115,510281,4082,92725747.00,217754,42.67,5.00,0.70
9-October-2017,181.05,183.05,179.75,180.15,181.101261034923102548,288176,3109,52189037.00,152106,52.78,3.30,-0.90
6-October-2017,183.40,183.40,180.40,180.90,181.599564971684895863,339748,3192,61698089.00,160663,47.29,3.00,-2.50
5-October-2017,186.00,186.00,180.80,181.55,183.574945485181881256,322848,3121,59266804.00,194089,60.12,5.20,-4.45
4-October-2017,184.30,189.10,184.30,185.45,186.534429428122231383,390538,3500,72848783.00,158939,40.70,4.80,1.15
3-October-2017,186.30,186.80,183.00,184.35,184.667460119568810052,344906,3565,63692915.00,132541,38.43,3.80,-1.95
29-September-2017,177.50,190.65,177.50,183.65,185.698615405296410807,1339020,11253,248654160.00,364925,27.25,13.15,6.15
28-September-2017,182.00,182.40,173.55,176.45,177.461422506204080363,900214,9559,159753257.00,439151,48.78,8.85,-5.55
27-September-2017,190.00,191.00,180.10,180.65,184.415393091040627498,840416,8078,154985647.00,485725,57.80,10.90,-9.35
26-September-2017,190.50,193.60,188.50,189.65,190.312803099159108387,629332,5631,119769937.00,247413,39.31,5.10,-0.85
