Id,ABOTT_INDIA,ACC,AJANTA_PHARMA,AMBUJA_CEMENT,APPOLO_HOSPITAL_ENTERPRISE,ASHOK_LEYLAND,ASIAN_PAINTS,AUROBINDO_PHARMA,AVENUES_APARTMENT,AXIS_BANK,NCL,NESTLE_INDIA,NIIT,NTPC,RBL_BANK,RCOM,ROYAL_ORCHID_HOTELS,BAJAJ_AUTO,BOSCH,AIRTEL
144,5437.3,1799.7,1483.3,273.95,1165.25,127,1172.05,668.65,1202.85,559.3,282.05,7870.2,104.8,177,517.75,33.35,176.2,3262.75,19617.75,522.45
145,5438.35,1770.05,1465.85,272.25,1177.85,124.5,1141.1,666.5,1187.55,560.35,265.7,7855.4,108.15,177,515.5,30.55,164.9,3247.45,19695.4,518.45
146,5433,1736.6,1475.95,267.65,1192.25,123.3,1142.85,671.85,1158.95,559.7,251.3,7859.55,100.3,178.75,511.95,32.35,161.25,3294.15,19720.4,516.3
147,5512.95,1735.15,1495.45,267.55,1202.75,118.85,1146.5,685.15,1170.45,564.85,249.9,7851.2,101.85,176.4,508.95,35.4,158.9,3293.4,19784.75,528.15
148,5509.2,1757.9,1486.55,271.2,1205.25,119.25,1157.9,688.3,1180,562.4,251.05,7845,102.65,177.2,509.25,36.22,161.25,3323.2,20103.05,529.4
149,5498.8,1745.35,1478.55,271.05,1228.85,117.75,1144.6,684.65,1145.95,547.4,252.4,7720.9,98.85,175.75,507.75,30.96,162.1,3301.45,20064.45,531.05
150,5423.1,1731.25,1484.2,270.75,1201.5,118.55,1148.45,690.7,1144.65,554.55,252.1,7741.25,98.5,177.6,515.5,28.74,163.8,3335.45,20082.45,534
151,5447.55,1738.65,1471.45,272.15,1179.2,119.4,1149.65,683.95,1150.3,554.35,253.55,7827.55,99.2,177.75,516.15,21.33,168.45,3362.9,20263.95,542.8
152,5541.4,1721.15,1477.9,267.5,1176.95,117.5,1136.5,682.05,1152.7,553.5,250.3,7867.5,98.7,179.8,515.05,16.31,168.6,3326.45,19916.05,529.1
153,5553,1738.5,1505.25,268.5,1196.25,117.75,1137.1,683.45,1151.95,549.4,255.5,7916.15,95.2,180.15,514.35,17.97,168.75,3285.55,19892.35,523.95
154,5564.45,1724.95,1464.5,267.45,1173.7,117.85,1134.35,687.15,1141.7,554.9,252.4,7950.85,94.95,178.55,515.9,17.27,169.05,3301.15,19866.95,528.6
155,5404.45,1728.25,1465.6,269.95,1175.5,117.9,1136.7,684.55,1144.85,552.85,249.4,7903.4,93.9,180.1,517.55,12.77,167.1,3319.9,19873.8,536.4
156,5404.45,1697.3,1439.75,264.3,1172.45,114.1,1136.75,672.1,1134.5,548.25,245.1,7917.1,92.7,177.1,507.8,11.83,161.3,3227.4,19904.6,526.15
157,5424.9,1698.65,1437.75,264.1,1196.3,112.95,1119.95,667.2,1121.2,548.1,243.3,7868.1,92.5,177.25,509.4,11.86,162.75,3205.3,19770.1,518.95
158,5453.55,1689.9,1443.6,264.65,1205.15,112.4,1125.05,665.15,1103.45,541.6,239.7,7879.35,93,177.25,507.55,11.92,157.5,3151.4,19883.7,521
159,5540.3,1708.75,1421.25,264.85,1186.5,113.9,1116.55,668.65,1107.55,534.95,243.3,7912.15,92.9,175.75,507.35,11.26,159.4,3149.35,19910.6,516.95
160,5457.2,1709.3,1460.95,265.35,1190.75,113.85,1118.5,677.25,1115.25,538.3,245.2,7910.9,94.05,175.8,509.75,11.63,162.9,3168.65,19925.7,523.95
161,5555.25,1735.15,1441.45,268.7,1191.8,118.05,1128.1,689.7,1127.5,543.5,242.35,7859.45,94.95,178.25,513.8,11.61,168.95,3211.9,19874.8,532.5
162,5626.3,1743.6,1442.7,267.65,1192.25,118.55,1134.35,672.3,1133.8,542.45,245.5,7921.6,94.75,179.95,513.55,11.69,168.45,3215.3,19580.05,525.15
163,5577.85,1703.6,1323.2,265.7,1170.4,116.9,1143.4,671.65,1143.05,534.15,244.5,7824.2,95.1,179.75,510.3,11.16,164.55,3195.85,19738.6,513.35
164,5503.05,1688.5,1279.6,261.25,1150.65,114.55,1104.15,653.55,1121.25,529.8,238.3,7675.85,94.65,175.25,509.05,10.78,160.5,3108.6,19219.6,483.95
165,5520.6,1688.5,1342.4,260.15,1162.35,114.15,1114.25,669.7,1128.05,533.75,239.5,7695,94.05,176.75,510.05,11.34,159.55,3160.85,19941.95,490.5
166,5535.6,1695.3,1336.4,261.05,1148.95,116.4,1122.8,673.9,1148.65,534.9,241.2,7692.35,92.6,179.8,511.65,11.54,160.3,3199.95,20082.7,484.8
167,5262.7,1677,1337.15,263.6,1145.25,120,1136.1,672.5,1115.2,533.6,253.25,7703.65,97.15,181.15,519.7,12.36,163.2,3212.65,19985.75,483.25
168,5266.65,1666.5,1369.65,262.6,1108,117.95,1147.75,694.7,1116.7,536,252.45,7650,99,180.9,517.55,12.6,162.85,3311.7,20327,496.85
169,5094.2,1679.75,1384.3,262.75,1102.75,120.9,1156.2,709.1,1122.35,549.15,259.75,7501.65,99.85,181.85,521.2,12.45,165.65,3315.5,20056.55,495.7
170,5043.7,1683.5,1388.05,263.35,1104.95,121.5,1169.95,707.05,1124.7,562.2,244.1,7496.45,100.2,182.55,521.45,12.9,171.05,3292.6,18965.4,492.2
171,5039.25,1693.5,1364.3,262.4,1134.1,123.65,1158.2,719.25,1131.05,559.65,247.4,7503.3,99.05,186.05,514.05,13.35,170.25,3272.35,18919.2,498.15
172,4987.45,1699.05,1327.45,265.05,1143.05,118.4,1160.05,714.55,1148.2,544.8,249.05,7510.1,101.4,180.4,512.05,13.5,175.2,3293.1,18970.4,496.3
173,4861.15,1712.35,1323.95,264.9,1135.15,114.6,1161.25,695.8,1143.9,544.25,246.2,7624.7,102.6,180,507.8,13.6,152.3,3261.85,18990.85,496.05
174,4986.65,1723.65,1344.4,265.75,1144.05,113.25,1174.35,698.8,1136.95,540.05,251.85,7623.8,94.55,181.7,506.75,14,148.9,3312.2,19022.05,498.7
175,4996.1,1704.75,1343.35,261.75,1110.6,114.75,1161.35,709.4,1112.35,546.75,250.1,7749.7,93.7,183.05,511.4,13.45,152.3,3292.95,19252.95,503.15
176,4974.8,1706.3,1336.2,265,1058.35,114.95,1168.1,706.65,1104.8,544.85,250.05,7721.3,94.8,180.15,514.1,12.05,155.1,3242.85,19387.7,492.65
177,4942,1765.95,1271.7,274.45,1047.8,115.85,1171.1,707.7,1107.75,541.9,248.2,7689.15,93.95,177.45,511.25,12.1,156.15,3212.05,18985.15,493.55
178,4867.5,1787.3,1222.45,274.95,1020.15,114.25,1180.05,713.1,1112.05,542.55,251.4,7659.6,95.45,176.7,507,11.8,154.25,3209.6,19281.3,489.9
179,4956,1767.9,1237,276,996.1,113.4,1176.85,695.65,1101.55,542.1,242.45,7704.65,94.7,173.95,505.05,10.15,161.05,3212.35,19205.1,487.35
180,4973.35,1749.05,1235.05,271.4,985.45,114,1154.25,700.6,1125.5,546.25,252.75,7648.45,97.15,176.95,510.05,11.55,155.4,3266.4,19661.95,498.05
181,5056.15,1753.95,1204.9,270.75,996.5,113.25,1175.1,712.2,1158.25,537.8,252.95,7714.65,95.95,176.95,510.5,12.15,161.05,3211.6,19965.65,498.05
182,4501.1,1754,1207.1,269.45,1000.55,111.95,1176.45,740.25,1156.7,544.5,256.05,7770.1,95.7,176.65,509.5,14.05,134.55,3248.25,20484.85,501.8
183,4473.4,1760.6,1210.5,270.5,994.5,115.4,1195.25,789.2,1120.25,540.6,255.05,7793.05,96.7,177.7,510.25,15,131.5,3199.95,21103,503.9
184,4500.35,1783.8,1188.95,273.65,988.4,119.25,1170.95,786.55,1101.05,545.05,254.25,7827.9,96.8,176.05,508.5,15.6,135.75,3190.1,20781.6,495.15
185,4535.45,1784.75,1192.65,276.25,1006.2,122,1142.3,780.5,1101.25,527.1,262.95,7695,99.8,178.4,515.4,15.55,137.8,3163.25,20791.4,514.35
186,4375.7,1796.85,1241.55,280.25,1012.95,125.9,1162.4,797.1,1125.95,533.55,268.3,7597.35,101.05,179.25,517.95,15.85,143.8,3212.35,20893.75,532.75
187,4328.65,1803.65,1240.15,282.25,1022.85,123.65,1173.4,787.9,1129.25,540,254.7,7408.55,102.25,182.15,519.35,16.9,145,3223.1,20982.5,541.35
188,4326.35,1798.95,1249.95,279.55,1030.05,124.95,1178.5,789.15,1146.65,530.1,259.6,7268.15,102.8,180.5,522.8,17.35,141.55,3238.5,21000.3,543.1
189,4335.95,1817.45,1208.9,282.75,1034.8,126.45,1174.7,761.9,1151.3,533.75,253.2,7310.45,104.7,180.15,524.8,17,135.8,3240.5,21031.05,538.4
190,4213.95,1805.6,1220.65,281.75,1035.8,130.9,1180.7,761.3,1138.2,523.05,252.5,7221.1,104.55,180.5,524.4,17.15,137.7,3260,21018.7,497.65
191,4251.25,1818.25,1233.2,283.15,1028.5,128.55,1183.2,767.75,1146.35,484.3,260.45,7209.75,102.25,182.5,525.35,15.7,139.5,3274.75,21237.2,492.8
192,4301,1785.95,1197,279.2,1026.1,128,1187.1,760.7,1135.65,484.5,236.7,7165.7,102.4,182.45,525,15.95,137.9,3289.6,21258.75,485.1
193,4306.85,1783.65,1168.8,276.15,1024.1,131.25,1191,749.75,1143.65,484.4,233.3,7136.55,103.3,184.65,530.75,15.85,137.45,3278.9,21006.95,510.55
194,4197.85,1803.7,1140.15,281.6,1036.8,128.55,1202.6,735.25,1141.45,472.7,232,7153.25,102.65,183.35,524.45,16.45,135.9,3233.5,21271,515.5
195,4208.2,1777.8,1156,282.25,1056.95,128.4,1220.5,743.55,1096.1,451.85,231.7,7243.55,112.45,181.65,536.65,17,139.8,3214.85,21345.75,501.65
196,4158.3,1780.3,1173.2,281.75,1061.65,128.35,1172.4,750.5,1127.95,449.9,228.5,7245.2,108.3,176.65,528.1,17.7,131.25,3215.85,21250.65,497.5
197,4207.05,1766.85,1197.4,275.05,1057.35,129.05,1180.2,753.8,1167.8,460.35,226.25,7235,104.4,175.15,522.35,16.45,131.7,3215.2,21617.35,473.85
198,4157,1784.95,1193.7,278.6,1061.85,130.5,1180,757.25,1159.95,464.35,226.65,7249.8,106,178,522.6,16.8,130.9,3231.85,21772.6,461.55
199,4225.25,1792.85,1198.9,281.15,1069.8,128.2,1194.4,763.15,1218.15,513.2,225.65,7365.35,106.55,175.95,521.9,17.05,132.15,3263.7,22006.6,465.95
200,4306.6,1784.9,1201.2,279.4,1087.6,127.3,1170.25,757.6,1231.25,520.7,229.15,7281.35,103.6,175.45,521.15,17.05,132.5,3221.8,22116.5,453
201,4234.65,1766.9,1176.1,277.45,1073.15,125.2,1171.9,745.25,1234.25,529.45,230.95,7340.65,102.65,175.95,517.7,17.05,135.85,3164.7,21552.05,431.6
202,4191.75,1741.65,1155.6,277.55,1072.5,125.35,1160.1,745.15,1269.35,524.65,230.1,7380.75,102.7,176.6,516.3,16.2,133.3,3154.1,21108.3,400.05
203,4204.75,1715.45,1154.25,274.05,1075.4,124.45,1160.45,732.15,1214.6,515.55,229.55,7292.2,101.55,174.9,510.1,16.25,126.9,3142.25,21186.65,403.4
204,4142.15,1732.65,1174.6,278,1084.6,126.35,1162.45,735.1,1185.9,513.95,231.9,7288.3,105.15,175.15,517.4,16.65,130.35,3134.9,21279.1,384.05
205,4118.8,1727.95,1167.4,279.35,1054.95,124.1,1159.35,730.3,1118,505.15,233.1,7291,102.7,174.25,518.1,16.85,129.25,3128.15,21248.65,379.4
206,4148.4,1737.95,1180.05,278.35,1064.5,124.85,1158.9,744.1,1106.45,504.45,228.95,7341.7,105.25,175.45,515.95,17.2,133.25,3146.3,21025.25,382.3
207,4138.9,1701.65,1154.5,274.25,1078.6,122.55,1152.3,742.2,1104.45,501.15,228.35,7257,96.75,170.8,513.1,17.15,131.85,3130.8,20781.15,377.75
208,4187.75,1652.95,1149.85,268.7,1047.65,122.6,1154.6,723.95,1098.45,505.3,225.75,7325.6,94.2,167.8,510.05,17.15,131.95,3169.75,20683.7,376.95
209,4179.95,1646.25,1131.1,268.85,1052.55,122.3,1147.45,707.65,1098.75,508.5,222.35,7313.1,95.2,168.35,510.2,17.1,130.7,3163.8,20421.1,385.65
210,4213.7,1654.15,1133.05,266,1006.65,123.05,1117.05,691.75,1077.6,508.8,223.7,7222.25,98.9,167.25,505.95,19.2,131.2,3108.15,20515.95,388.65
211,4109,1650.05,1141.4,268.1,994.2,116.9,1129.25,676.1,1044.4,511.75,225.85,7155,100.05,165.7,504.65,19.9,132.1,3034.1,20788.85,382.4
212,4166.75,1592.45,1146.95,261.65,1004.35,112.15,1161,689.55,1077.7,505.5,217.65,7100.2,96.45,164.95,501.15,19.05,126.65,3027.8,21069.55,385.35
213,4187.75,1632.25,1198.5,260.95,1014.1,113.75,1172.2,708.5,1116.8,510.4,224.5,7072.15,101.3,166.85,508.55,19.7,132.7,3036.4,21488.8,387.3
214,4163.75,1631.65,1189.95,262.75,1009.8,112.9,1196.25,702.55,1028.85,501.3,222,7131.4,98.4,166.05,512.5,19.95,136.3,3038.6,21149,389.45
215,4213.85,1690.7,1212.9,268.55,1034.95,114.3,1215.15,724.05,1036.8,505.05,225.45,7167.9,102.15,166.2,516.35,19.9,140.45,3039.4,21492.1,395.1
216,4269.8,1750.85,1257.3,276.05,1061.65,117.35,1229.8,751.85,1069.65,512.25,228.8,7143.9,108.2,168.1,532.8,20.95,140.85,3078.1,21580,399.5
217,4237.5,1787.5,1204.35,280.1,1066.3,119.3,1238.75,745.85,1083.7,519.35,231.3,7223,110.55,167.45,530.85,19.8,140.05,3088.1,21788.6,396.25
218,4171.4,1816.35,1200.25,284.2,1057.5,118.15,1253.05,748.4,1079.6,520.85,231.8,7272.1,113.2,168.9,534.45,20.15,147.05,3115.6,21855.6,394.7
219,4070.65,1824.1,1210.7,282.1,1060.05,118.5,1255.85,762.65,1089.15,523.55,231.9,7290.7,113.3,168,537.45,20.2,127.3,3129.8,21902.25,396.8
220,4135.8,1820.85,1214.55,283.85,1064.85,116.8,1244.15,758.45,1088.2,517.55,237.65,7335.3,111.3,167.3,532.1,20.5,121.35,3022.05,21787.9,395.65
221,4109.6,1843.95,1232.35,284.35,1062.7,117.4,1245.25,766.25,1089.05,519.75,243.85,7252.6,113.6,168.6,532.1,21.55,121.1,2928.65,21976.25,398.2
222,4116.6,1840.45,1199.55,285.7,1071.25,117.6,1252.25,759.35,1090.4,498.8,237.1,7253.35,106.75,168.9,534.35,21.8,119.4,2931.25,22008.85,401
223,4190.25,1847.85,1189.85,288.85,1094.55,118.25,1255.2,758.2,1087.1,495.55,234.6,7371.5,107.65,169.9,539.8,22.65,120.65,2933.4,22127.8,404.9
224,4152.65,1796.35,1179.15,285.1,1096.95,116.3,1236.85,741.05,1088.65,493.2,233.75,7293.65,108.15,170.4,536.4,22.15,122.45,2930.3,22088.4,401.9
225,4198.3,1792.75,1192.25,281.55,1094.4,115.05,1202.65,737.85,1068.45,493.25,233.4,7194.8,108.75,167.6,535.6,22.15,114.3,2913.85,21975,403.2
226,4232.85,1791.85,1205.6,281.4,1105.55,111.85,1199.6,740.2,1074.4,496.5,235.2,7137.75,107.2,169.7,533.35,22.45,121,2965.95,22061.8,397.45
227,4197.6,1802.2,1199.05,283.4,1094.4,112.15,1205.4,745.15,1067.9,493.5,236.7,6949.7,111.3,169.95,539.15,22.55,122.15,2925.8,21800.4,402.95
228,4259.75,1803.1,1198.25,281.85,1101.3,113.15,1204.9,744.25,1080.4,502.5,240.15,7022.95,110.5,169.3,537.7,22.6,117.2,2949.85,22275.6,406.5
229,4205.6,1774,1193.85,276.45,1109.8,113.15,1196.5,749.45,1020,502.35,225.55,6858.75,105.95,167.9,533.95,22.8,114.8,2913.4,22441.1,415.85
230,4171.1,1816.2,1200.95,282.3,1092.75,112.85,1214.55,758.05,1048.35,507.65,231.55,7022.1,103.45,168.15,536.15,23.4,113.8,2918.65,22175.35,422.45
231,4168.75,1800.8,1194.5,280.6,1083.65,107.05,1168.15,725.25,1039.6,500.65,233.45,7101.1,94.85,168.7,544.6,23.3,111.7,2808.45,22031.15,427.85
232,4249.65,1811.3,1192.95,280.4,1092.85,107.3,1153.3,735.85,1050.35,504.7,237.4,7022.4,93.65,168,537.7,22.7,109.7,2746.95,22129.7,429.2
233,4248.7,1797.25,1196.5,275.1,1076.65,104.95,1151.9,731.45,1031.3,503.65,234.8,6955.2,91.2,168.5,531.4,22.6,107.1,2732.25,21747.35,428.4
234,4261.9,1816.4,1233.4,280.05,1091.1,105.9,1155.25,741.35,1045.75,510.75,240.15,7051.2,94.25,173.35,510.65,23.25,107.5,2739.55,21815.35,434.95
235,4301.25,1780.45,1232.9,275.15,1082.6,102.9,1136.35,732.5,994.45,505.6,231.5,6594.65,94.25,169.15,509.8,22.9,106.4,2734.45,21672.2,432.85
236,4289.15,1802.55,1191.25,276.05,1091.7,102.75,1140.25,698.5,989.15,503,230.3,6624.5,92.9,169.75,510.25,23.05,105.95,2760.5,21840.65,431.8
237,4299.85,1788.25,1150.75,272.95,1097.55,100.35,1129.85,695.45,956.25,499.15,232.5,6618.7,92.1,167.45,502.25,22.9,107,2740.5,21898.45,421.65
238,4210.85,1790.05,1160.4,275.95,1052.45,102.35,1135.45,695.5,927.35,494.15,235.6,6617.65,88.85,171.85,507.45,23.35,107.3,2770.6,21944.5,419
239,4274.65,1789.75,1206.15,274.75,1071.6,103.7,1139.9,704.5,925.45,490.7,221.3,6645.5,90.25,173.3,524.25,24.2,109,2815.7,22012.45,421.6
240,4310.9,1776.7,1213.55,270.15,1100.3,105.3,1133.6,703.5,921.55,496.8,221.2,6674.9,92.3,176.85,517.05,23.2,110.65,2820.7,22061.3,416.55
241,4330.1,1810.05,1251.2,270.15,1159.15,104.55,1142.4,714.2,908.5,499.1,221.75,6671.75,91.25,170.1,522.05,23.35,108,2850.55,22292.5,406.65
242,4315.95,1782.55,1235.35,265.55,1192.4,104.8,1154,715.15,902.9,491.25,209.75,6643.45,86.95,171.9,497.05,24.1,107.65,2833.4,22144,408.55
243,4326.25,1759.9,1224.75,263.25,1216.25,102.6,1144.45,704.8,889.55,489.95,195.55,6535.8,85.55,169.05,490.7,20.75,105.35,2788.5,22619.9,414.65
244,4387.5,1776.35,1214.6,267.55,1210.15,103.3,1152.25,683,880.45,486.9,200.4,6632.3,85.2,172.85,490.8,21.2,104.7,2794.8,23607.3,416.25
245,4407.35,1813.05,1215.8,273.25,1218.8,109.4,1155.25,684.15,890.3,488.65,207.05,6729.55,87.05,173.55,497.2,22.3,110.35,2833.05,23955.1,416.6
246,4375.9,1808.1,1296.7,275,1250.25,112.05,1145.65,726.55,903.35,499.3,208.6,6684.8,88.2,171.4,512,22.9,112.6,2913.8,24171.4,418
247,4453.1,1816,1338.35,279.65,1267.1,111.25,1149.6,724.15,923.25,506,213.55,6734,91.5,174.35,519.9,23.85,114.6,2890,24400.5,417.7
248,4387.35,1812.1,1336,277.6,1260.65,109.05,1156.8,725.2,909.4,508.45,204.65,6696.85,91.7,177.25,515.45,23.25,115.55,2873.7,24627.65,420.95
249,4371.95,1809.95,1335.75,272.05,1267.85,108.85,1146.4,741.35,897.9,506,204.8,6735.1,90.25,172.45,517.2,23.1,113.2,2834.75,24792.75,424.25
250,4427.2,1769.7,1370.25,265.7,1267.8,109.1,1143.75,730.85,906.7,516.4,204.95,6705.95,94.05,171.6,527.65,25.05,115.2,2802.05,24997.2,415.9
251,4396.75,1735.4,1387.15,261.05,1267.85,111,1148.1,734.5,914.85,516.15,209.55,6697.4,94.45,164.9,530.35,25.8,117.5,2823,24604.55,416.45
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Id,ABOTT_INDIA,ACC,AJANTA_PHARMA,AMBUJA_CEMENT,APPOLO_HOSPITAL_ENTERPRISE,ASHOK_LEYLAND,ASIAN_PAINTS,AUROBINDO_PHARMA,AVENUES_APARTMENT,AXIS_BANK,NCL,NESTLE_INDIA,NIIT,NTPC,RBL_BANK,RCOM,ROYAL_ORCHID_HOTELS,BAJAJ_AUTO,BOSCH,AIRTEL
1,-63.95,-5.65,-1.15,-3.45,3.75,-5.95,10.55,-6.5,-15.5,5.2,-1.9,-268.05,1.8,-0.2,5.4,-0.4,-0.15,15.05,-144.05,7.05
2,61.3,-21.15,-6.7,-3.2,-20.15,0.05,-17.5,10.6,-60.1,18.35,1.55,-409.85,-0.1,0.7,-11.4,-0.53,4.6,-31.75,-76.65,-7.55
3,-52.2,28.05,-36.05,-2,0.75,0,2.45,-11.85,-24.95,-14.8,1,168.45,-0.45,-1.2,6.95,0.16,-4.2,9.1,15.9,-18.7
4,-12.2,-9.4,-54.65,-1.05,3.2,-0.9,-0.75,-7.2,-9.1,-12,-9.9,22.25,1.45,-1.2,-1.9,-0.19,-0.15,-58.8,-0.1,-6.85
5,-265.4,-55.5,-7.05,-14.3,4.55,-1.8,17.8,1.15,5.8,-9.8,-1.15,-48.5,1.35,-2.5,1.6,0.07,-0.55,19.55,382.9,-5.75
6,-81.65,4.1,-4.35,3.2,-1.05,2.6,16.4,7.8,9.6,14.15,3.5,28.6,-0.9,6.3,0.7,-0.23,-0.45,12,-329.45,4.55
7,227.05,-167.9,14.45,-14.75,12.1,-3.75,-33,-3.85,-41.1,-5.2,-14.2,117.55,-5.7,0.9,-0.8,-0.42,-3,38.3,-714.3,1.2
8,-189.75,-12.95,-23.4,-3.7,-22.15,-1.55,-36.8,-7.05,-16.15,-6.35,-5.65,-64.6,-0.4,-2.85,7.2,-0.26,-12.7,152,-412.75,-12.05
9,-30.6,-17.95,-47.25,-1.2,24.65,-1.55,2.55,-13,5.95,-7.15,1.5,-64,-0.65,-0.8,-20.9,-0.2,-3.25,271.7,76.4,-0.5
10,-95.65,18.75,16.45,2.7,14.95,4.7,-8.05,7.45,28.35,-3.1,9.6,122.15,-0.3,0.6,9.05,0.31,8.25,-7.75,-42.55,-8.25
11,-146.3,-5.35,8.05,-0.1,8.2,17.9,-13.5,8.65,10.95,13.85,1.8,122.4,4.3,0.25,-7.35,0,4.2,-9.8,-141.65,5.45
12,42.9,-18.95,-25.5,-5.1,-34.65,-2.75,-19.3,-12.85,-11.1,-14.95,-3,-321.1,0.3,0.35,-7.65,-1.05,0.45,6.5,-33.9,3.95
13,24.4,67.05,57.1,6.6,31.75,7.1,9.9,30.6,23.55,0.8,10,-59.75,3,-3,20.5,0.97,7.05,32.25,217.4,11.85
14,48.2,13.2,-6.55,4.9,24.15,1.05,-11.25,3.5,11.25,13.35,5.7,-128,2.2,1.2,5.5,0.5,-0.05,-32.1,-178.25,3.75
15,-88.8,11.55,20.5,0.4,-2.05,-0.65,1.05,3.8,7.9,-0.65,-1.25,144.05,1.3,-1.1,2.9,0.14,2.8,52.45,174.9,0.1
16,19.9,10.8,0.4,1.65,11.3,0.65,11.15,7.05,2.1,-4.05,-0.9,-156.75,0.45,1.05,1.05,0.33,4.6,-65.3,184.65,5.45
17,72.4,4.4,-15.25,2.3,-8.15,-3,-5.45,5.9,-31.55,-8.9,-2.85,-105.5,-5.55,-2.75,-1.4,-0.29,-11,-71.1,140.2,-5.8
18,5.75,-2.45,-16.6,0.95,10.3,1.4,-41.2,-5.75,5.25,-9.4,-10.45,44.1,-4.3,-0.85,-15.7,-0.11,2.2,5.4,-214.65,0.3
19,35,15.5,-6.15,-0.05,33.7,-7.15,-0.95,-1.45,-24,-3.35,-7.1,15.6,-3.15,1.85,0.95,-0.02,-2,-53.55,305.05,1.6
20,-56.8,-36.3,26.55,-6.15,33.5,2.5,-30.3,9,-3.7,3.4,-1.5,-97.5,3.7,0.9,5.95,0.09,6.5,8.4,-508.05,3
21,-42.35,-15.85,-1.05,-0.3,-18.05,1.7,0.35,2.1,-22.9,-2.3,1,-95.45,2.6,2.05,-5.2,-0.29,-3.45,-113.15,-29.45,3.75
22,80.95,-23.05,-41.7,-0.55,3.4,-1.95,1.6,-24.1,3.1,0.6,6.7,0.45,-1.15,-1.45,-13.95,-0.11,-1.8,-25.9,-61.4,-3.05
23,67.2,24.55,-1.75,7.15,-17.2,-1.95,-29.4,3.6,-39.8,-2.2,13.2,36.75,2.9,5.85,2.05,0.56,1.6,-28,34.8,13.85
24,69.25,-36.8,-6.95,-6.05,-34.6,-1.2,3.35,-4.3,-48.2,-5.45,-7.25,-23,-0.6,-3.4,-9.55,-0.45,-11.4,-92.95,-207.7,-4.65
25,-147.65,8.6,12.65,3.9,6.8,5,-2.2,12.4,17,2.65,5.4,206.25,-0.45,-2.75,1.65,0,2.6,47.25,-45,-1.6
26,350.35,49.8,21.5,6.85,3.1,3.4,8.45,-7.3,17.75,6.45,1.55,81.25,2.75,1.95,14.15,1.05,3.5,44.3,500.6,5.4
27,151.65,-45.2,28.45,-5.35,14.4,-0.7,-19.65,0.35,12.1,1.1,0.45,-172,-1.5,-0.5,-0.1,0.25,3.8,-10.15,210.55,-6.55
28,-234.75,-20.8,-5.55,-2.05,-14.15,4.55,14.15,3.75,13.75,9.5,5.6,-30.3,-0.4,2.15,-4.9,0.05,6.15,31.15,48.15,1
29,-132.9,-24.55,7.65,-7.45,-0.75,-1.2,-13.8,-2.9,-4.8,-11.4,-0.8,-29.05,-1,-1.95,-14.25,0.2,1.65,2.2,-26.8,-6.4
30,-142.6,5,10.85,0.1,27.3,1.6,17.7,9,-3.8,5.9,0.3,-112.1,3.2,1.85,4.75,0.4,-1.15,40.35,-154.45,4.05
31,-241.6,10.85,13,2.6,10.65,-0.45,-3.45,-8.25,-0.3,-2.4,2.7,-116.6,-2.45,-0.6,-2.6,-0.7,-0.65,-23.9,117.25,-1.1
32,-231.75,14.25,29.15,3.4,-7.3,2.4,8.05,5.05,34.95,5.3,-2.1,11,3.6,0.5,10.5,0.55,0.65,52.5,77.2,0.1
33,-145.9,3.95,8.5,1.5,-21.8,3.35,4.35,-0.9,17.55,5.95,2.25,112.45,1,-0.65,7.5,0.3,4.65,-28.15,136.45,6.3
34,-46.25,3.7,-47.35,1.05,-58.35,2.9,4.8,-3.55,29.5,3.75,2.05,17.75,2,2.3,-1.1,0.45,6.1,16.45,126.1,-1.4
35,-166.4,23.9,-20.75,3.5,5.05,-2.3,-3.45,-25,25.3,8,5,72.9,0.75,1.95,0,0.15,1.7,18.1,-271.35,-0.05
36,27.4,-14.15,-20.7,-2.55,4.35,1.3,2.05,9.6,12.6,-2.95,4.45,11.6,3.15,0.9,-10.2,0.05,7.3,-21.35,25,4.95
37,-11.15,3.55,-21.55,-1,19.95,-1.95,0.45,-18.7,-11.7,3.3,0.75,62.65,-1.7,0.4,-6.5,-0.45,-6.7,-4.95,223.55,7.7
38,50.7,-5.7,-16.45,-0.3,14.9,2.9,-7.5,-3.85,-0.75,-3.65,0.3,-11.95,0.7,-0.05,-9.75,0.15,-7.5,-6.6,172.5,-12
39,19.3,0.2,-49.7,0.2,-42.75,2.8,10.3,-24.2,-38.1,5.7,2.65,-98,-2.7,0.75,-5.7,-0.05,0.05,13.6,176.35,3.2
40,12.9,2.2,-15.65,-1.75,-43,1.1,-23.95,-6.5,-35.5,-11.95,-3.2,-34.15,-2.4,0.05,-8.05,0.25,-12.65,-4.45,342.55,0.4
41,-81.8,-33.6,-1.25,-2.05,7.8,-2.4,9.3,-4.9,-67,-0.4,-4.45,-215.2,-6.9,-1.25,-4.7,-1.5,-2.45,-40.4,-1034.05,-16.55
42,178.15,26.05,19.2,-0.25,4.5,0.4,8.75,-3.7,33.95,6.25,6.85,268.35,2.55,0.8,-6.45,1.25,12.35,32.45,224,8.05
43,129.55,20.05,10.45,1.65,-14.2,3.85,11.7,2.3,44.9,1.1,5.2,87.85,4.1,2.35,0,0.7,5.9,16.65,103.65,10.75
